se_name	cell_specific_gain	number_ce_gain	number_cancer_gain	gain_ce	number_ce_loss	number_cancer_loss	loss_ce
chr17_2883333_2901692	yes	2	1	chr17_2882932_2884181:Colon_adenocarcinoma,Colon_carcinoma,Pleural_epithelioid_mesothelioma,Prostate_carcinoma|chr17_2897723_2901069:Colon_adenocarcinoma	0	0	none
chr17_28834261_28874875	yes	4	2	chr17_28838225_28840973:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_28858863_28861274:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr17_28861326_28868535:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Minimally_invasive_lung_adenocarcinoma|chr17_28870583_28874875:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_28945684_28952382	no	0	0	none	0	0	none
chr17_29027328_29079785	yes	3	4	chr17_29037408_29039547:Astrocytoma,Ovarian_serous_cystadenocarcinoma|chr17_29045565_29049996:Adult_T_acute_lymphoblastic_leukemia,Astrocytoma|chr17_29076207_29080482:Astrocytoma,High_grade_ovarian_serous_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr17_29115780_29181695	no	0	0	none	1	2	chr17_29175039_29180212:Adult_acute_myeloid_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr17_29292908_29294122	no	0	0	none	0	0	none
chr17_2939654_3017121	no	0	0	none	0	0	none
chr17_29639810_29762623	yes	1	3	chr17_29670574_29679792:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_29862912_29883950	yes	1	3	chr17_29874448_29878573:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr17_29929492_29931482	no	0	0	none	0	0	none
chr17_30116771_30117516	no	0	0	none	0	0	none
chr17_30340364_30405488	yes	3	2	chr17_30349935_30353712:Adult_acute_myeloid_leukemia,Ovarian_serous_cystadenocarcinoma|chr17_30357116_30359123:Lung_large_cell_carcinoma,Ovarian_serous_cystadenocarcinoma|chr17_30359597_30360941:Adult_acute_myeloid_leukemia,Ovarian_serous_cystadenocarcinoma	1	1	chr17_30375493_30380719:Childhood_T_acute_lymphoblastic_leukemia
chr17_30548357_30570676	yes	3	1	chr17_30549679_30552942:Adult_acute_myeloid_leukemia,Cutaneous_melanoma,Lung_non_small_cell_carcinoma|chr17_30562663_30566631:Adult_acute_myeloid_leukemia|chr17_30569831_30570676:Adult_acute_myeloid_leukemia	0	0	none
chr17_30707663_30735622	yes	2	1	chr17_30710142_30711515:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_endometrioid_adenocarcinoma|chr17_30722154_30724029:Adult_acute_myeloid_leukemia	0	0	none
chr17_31246987_31274766	no	0	0	none	0	0	none
chr17_31301388_31340373	no	0	0	none	0	0	none
chr17_31442534_31511490	yes	7	1	chr17_31446382_31450262:|chr17_31450465_31453825:Colon_adenocarcinoma|chr17_31453992_31455945:|chr17_31456783_31458163:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Colon_adenocarcinoma|chr17_31466636_31468716:|chr17_31470845_31473607:Astrocytoma,Cutaneous_melanoma,Melanoma|chr17_31474926_31477874:Cutaneous_melanoma	0	0	none
chr17_31549058_31608662	no	0	0	none	2	4	chr17_31548315_31550986:Childhood_T_acute_lymphoblastic_leukemia,Minimally_invasive_lung_adenocarcinoma|chr17_31557997_31568803:Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr17_31721387_31755887	no	0	0	none	0	0	none
chr17_31936402_31937761	no	0	0	none	0	0	none
chr17_32127020_32163652	yes	1	4	chr17_32155426_32158853:Breast_adenocarcinoma,Cutaneous_melanoma,Invasive_breast_carcinoma_of_no_special_type,Lung_non_small_cell_carcinoma	1	1	chr17_32126186_32129244:Ovarian_endometrioid_adenocarcinoma
chr17_32323922_32353498	yes	2	1	chr17_32327222_32332774:Amelanotic_melanoma,Cutaneous_melanoma,Lung_large_cell_carcinoma,Melanoma|chr17_32345484_32347303:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr17_32444449_32446584	no	0	0	none	0	0	none
chr17_32483719_32572750	yes	4	2	chr17_32480586_32485354:Cutaneous_melanoma,Plasma_cell_myeloma|chr17_32487464_32494599:Adult_acute_myeloid_leukemia,Cutaneous_melanoma,Melanoma|chr17_32513684_32519504:Amelanotic_melanoma,Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Melanoma|chr17_32569415_32571664:Amelanotic_melanoma,Cutaneous_melanoma	0	0	none
chr17_32909682_32938672	yes	5	2	chr17_32911159_32913538:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Invasive_breast_carcinoma_of_no_special_type,Melanoma,Prostate_carcinoma|chr17_32919941_32921483:Cutaneous_melanoma,Melanoma|chr17_32923250_32926972:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr17_32928324_32929806:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma,Melanoma,Papillary_renal_cell_carcinoma|chr17_32930483_32932894:Cutaneous_melanoma,Papillary_renal_cell_carcinoma	0	0	none
chr17_329235_358261	yes	2	1	chr17_329235_335435:Plasma_cell_myeloma|chr17_337413_341061:Plasma_cell_myeloma	0	0	none
chr17_34220654_34260288	no	0	0	none	0	0	none
chr17_34359868_34400035	no	0	0	none	0	0	none
chr17_35045096_35095796	yes	1	2	chr17_35067659_35069883:Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma	1	2	chr17_35078675_35089304:Adult_T_acute_lymphoblastic_leukemia,Melanoma
chr17_35211493_35258321	yes	1	3	chr17_35211493_35220395:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia	1	1	chr17_35241241_35248261:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive
chr17_35508913_35545510	no	0	0	none	0	0	none
chr17_35557375_35593948	yes	2	1	chr17_35559349_35560782:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr17_35562963_35564982:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr17_36182493_36216195	yes	3	1	chr17_36186967_36189139:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive|chr17_36189344_36194421:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma|chr17_36195145_36196891:Adult_acute_myeloid_leukemia	0	0	none
chr17_3634789_3669927	no	0	0	none	0	0	none
chr17_36524037_36551729	yes	1	3	chr17_36524020_36525284:Lung_non_small_cell_carcinoma,Plasma_cell_myeloma,Prostate_carcinoma	0	0	none
chr17_36808455_36870349	yes	4	4	chr17_36824132_36826260:Plasma_cell_myeloma|chr17_36826390_36827412:|chr17_36836251_36838978:Ovarian_endometrioid_adenocarcinoma|chr17_36855870_36862211:Astrocytoma,High_grade_ovarian_serous_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr17_36899359_36950271	yes	1	1	chr17_36931670_36933767:Prostate_carcinoma	0	0	none
chr17_37082742_37096097	yes	1	1	chr17_37082742_37084138:Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_3739061_3774744	yes	2	3	chr17_3737804_3742542:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Clear_cell_renal_cell_carcinoma|chr17_3749326_3751067:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_37447517_37517043	yes	1	2	chr17_37515255_37517217:Astrocytoma,Pleural_epithelioid_mesothelioma	1	3	chr17_37489967_37495980:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Ovarian_serous_cystadenocarcinoma
chr17_37670103_37760131	yes	3	4	chr17_37673499_37679809:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Renal_cell_carcinoma|chr17_37725159_37728564:|chr17_37750359_37756682:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma	0	0	none
chr17_37774223_37850580	yes	1	4	chr17_37831631_37834245:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Lung_non_small_cell_carcinoma	0	0	none
chr17_3788378_3819606	yes	2	2	chr17_3795960_3800069:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Clear_cell_renal_cell_carcinoma|chr17_3811715_3814486:Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_38248543_38297922	yes	3	1	chr17_38264956_38268504:Adult_acute_myeloid_leukemia,Invasive_breast_carcinoma_of_no_special_type|chr17_38274826_38278623:Adult_acute_myeloid_leukemia,Colon_adenocarcinoma,Pleural_epithelioid_mesothelioma,Prostate_carcinoma|chr17_38291588_38293064:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr17_38414325_38493542	no	0	0	none	2	4	chr17_38414317_38418172:Amelanotic_melanoma,Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Glioblastoma|chr17_38427136_38430493:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma,Minimally_invasive_lung_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma
chr17_38583870_38609380	yes	4	0	chr17_38592128_38592971:|chr17_38597890_38598560:|chr17_38598884_38599421:|chr17_38608855_38609380:	0	0	none
chr17_38699164_38753370	no	0	0	none	2	3	chr17_38730399_38735158:Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia,Gliosarcoma|chr17_38746766_38748361:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr17_38798122_38907810	yes	1	4	chr17_38892158_38894938:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Gliosarcoma	1	3	chr17_38876275_38885317:Childhood_T_acute_lymphoblastic_leukemia,Glioblastoma,Plasma_cell_myeloma
chr17_3887075_3892731	no	0	0	none	0	0	none
chr17_38921480_38985714	yes	3	3	chr17_38921480_38923579:Adult_acute_myeloid_leukemia,High_grade_ovarian_serous_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr17_38954517_38956791:|chr17_38979971_38983170:Glioblastoma,Gliosarcoma,Melanoma	0	0	none
chr17_3910842_3917866	yes	1	3	chr17_3910354_3912511:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma	0	0	none
chr17_39152635_39175404	yes	1	4	chr17_39164221_39175919:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma	1	2	chr17_39152208_39156118:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma
chr17_39177925_39210264	yes	3	3	chr17_39186565_39187440:|chr17_39187736_39188991:|chr17_39194746_39196777:Clear_cell_renal_cell_carcinoma,High_grade_ovarian_serous_adenocarcinoma,Plasma_cell_myeloma	0	0	none
chr17_39449553_39463404	no	0	0	none	0	0	none
chr17_39636088_39755466	yes	1	4	chr17_39749358_39751469:Clear_cell_renal_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma	1	1	chr17_39686765_39689773:Childhood_T_acute_lymphoblastic_leukemia
chr17_40013971_40027072	no	0	0	none	0	0	none
chr17_40053799_40077489	yes	2	1	chr17_40061313_40062740:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr17_40076691_40077890:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr17_40090387_40153339	no	0	0	none	0	0	none
chr17_40281073_40358178	no	0	0	none	0	0	none
chr17_40441346_40627284	yes	2	3	chr17_40604174_40609884:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type|chr17_40613828_40621086:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type,Minimally_invasive_lung_adenocarcinoma	1	4	chr17_40514823_40525902:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Invasive_breast_carcinoma_of_no_special_type,Plasma_cell_myeloma
chr17_40633358_40648771	yes	1	4	chr17_40632820_40634958:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr17_40696716_40729077	yes	3	3	chr17_40698771_40703122:Invasive_breast_carcinoma_of_no_special_type,Ovarian_endometrioid_adenocarcinoma|chr17_40706997_40709472:Lung_large_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr17_40716780_40718774:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr17_40847944_40859327	no	0	0	none	0	0	none
chr17_40883404_40967302	yes	1	1	chr17_40882961_40886667:Prostate_carcinoma	0	0	none
chr17_40983484_41013995	yes	3	2	chr17_40991281_40994725:|chr17_40994869_41002295:|chr17_41007331_41011992:Colon_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr17_41046801_41067948	no	0	0	none	0	0	none
chr17_41081366_41134582	yes	1	4	chr17_41117469_41126097:Adult_acute_myeloid_leukemia,Amelanotic_melanoma,Colon_carcinoma,Cutaneous_melanoma	0	0	none
chr17_4130654_4145375	no	0	0	none	1	1	chr17_4137654_4145375:Ovarian_serous_cystadenocarcinoma
chr17_41346796_41428645	yes	2	4	chr17_41358882_41363552:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma|chr17_41365400_41370298:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma	0	0	none
chr17_41494590_41555726	no	0	0	none	1	3	chr17_41516329_41531517:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr17_41642535_41698183	no	0	0	none	2	2	chr17_41664827_41668008:Childhood_T_acute_lymphoblastic_leukemia,Gliosarcoma|chr17_41674423_41681122:Colon_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma
chr17_41704975_41718691	yes	2	4	chr17_41704022_41706859:Astrocytoma,Glioblastoma|chr17_41709889_41711938:Anaplastic_large_cell_lymphoma__ALK_positive,Astrocytoma,Glioblastoma,Lung_large_cell_carcinoma	0	0	none
chr17_41770990_41814768	no	0	0	none	0	0	none
chr17_41891700_41931285	yes	2	2	chr17_41913875_41915838:Clear_cell_renal_cell_carcinoma,Glioblastoma|chr17_41916331_41917267:Glioblastoma,Renal_cell_carcinoma	1	1	chr17_41928530_41931892:Minimally_invasive_lung_adenocarcinoma
chr17_4198946_4236445	yes	1	3	chr17_4219430_4221572:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr17_41992030_42028587	yes	2	4	chr17_41991941_41992814:Cutaneous_melanoma,Glioblastoma,Melanoma|chr17_41995765_41997323:Clear_cell_renal_cell_carcinoma,Colon_adenocarcinoma,Papillary_renal_cell_carcinoma,Plasma_cell_myeloma	0	0	none
chr17_42050125_42073644	yes	2	2	chr17_42053485_42065656:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Invasive_breast_carcinoma_of_no_special_type,Plasma_cell_myeloma|chr17_42071607_42073644:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_42233442_42348378	no	0	0	none	1	2	chr17_42305537_42332309:Colon_adenocarcinoma,Plasma_cell_myeloma
chr17_42346132_42473897	no	0	0	none	2	1	chr17_42388726_42390788:Childhood_T_acute_lymphoblastic_leukemia|chr17_42456057_42461301:Childhood_T_acute_lymphoblastic_leukemia
chr17_42506940_42585499	yes	2	2	chr17_42507478_42509737:Cutaneous_melanoma,Melanoma|chr17_42544847_42547656:Breast_adenocarcinoma,Cutaneous_melanoma	1	2	chr17_42534693_42536290:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr17_42655048_42682913	yes	1	3	chr17_42655048_42656354:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Glioblastoma	2	3	chr17_42658544_42661977:Breast_adenocarcinoma,Childhood_T_acute_lymphoblastic_leukemia,Minimally_invasive_lung_adenocarcinoma|chr17_42674186_42677007:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Lung_non_small_cell_carcinoma
chr17_42744052_42784380	no	0	0	none	0	0	none
chr17_42797548_42846368	yes	1	3	chr17_42809449_42812516:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr17_4294175_4368597	no	0	0	none	0	0	none
chr17_42962983_43025616	yes	1	3	chr17_43013285_43016568:Adult_acute_myeloid_leukemia,Clear_cell_renal_cell_carcinoma,Cutaneous_melanoma	2	3	chr17_43005654_43008500:Minimally_invasive_lung_adenocarcinoma|chr17_43017798_43023576:Anaplastic_large_cell_lymphoma__ALK_positive,Glioblastoma,Plasma_cell_myeloma
chr17_43118087_43126200	no	0	0	none	0	0	none
chr17_43168977_43177271	no	0	0	none	0	0	none
chr17_43227680_43334961	no	0	0	none	9	1	chr17_43231181_43235433:Gliosarcoma|chr17_43238100_43242772:Gliosarcoma|chr17_43249803_43252632:Gliosarcoma|chr17_43264238_43268359:Gliosarcoma|chr17_43271985_43274680:Gliosarcoma|chr17_43277126_43279626:Gliosarcoma|chr17_43282381_43285799:Gliosarcoma|chr17_43288111_43291257:Gliosarcoma|chr17_43295970_43297891:Gliosarcoma
chr17_43343941_43484917	no	0	0	none	2	3	chr17_43353291_43363007:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr17_43398331_43402982:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Breast_adenocarcinoma,Childhood_T_acute_lymphoblastic_leukemia
chr17_43515142_43557107	yes	1	4	chr17_43516077_43518535:Anaplastic_large_cell_lymphoma__ALK_positive,Cutaneous_melanoma,Glioblastoma,Prostate_carcinoma	1	3	chr17_43543284_43547844:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Gliosarcoma
chr17_43569736_43609149	yes	3	3	chr17_43573921_43575285:Colon_carcinoma|chr17_43580946_43581926:Gliosarcoma,Pleural_epithelioid_mesothelioma|chr17_43583830_43586262:Colon_carcinoma,Pleural_epithelioid_mesothelioma,Prostate_carcinoma	0	0	none
chr17_43657292_43678001	no	0	0	none	0	0	none
chr17_43777680_43846303	no	0	0	none	1	1	chr17_43776213_43780091:Childhood_T_acute_lymphoblastic_leukemia
chr17_44040534_44147102	no	0	0	none	3	1	chr17_44068983_44072690:Childhood_T_acute_lymphoblastic_leukemia|chr17_44137002_44140133:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr17_44140661_44143374:Anaplastic_large_cell_lymphoma__ALK_positive
chr17_44168687_44236929	yes	1	1	chr17_44169535_44171449:Plasma_cell_myeloma	0	0	none
chr17_44443853_44504282	yes	2	3	chr17_44472610_44474150:|chr17_44495810_44498207:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr17_44533711_44569794	yes	1	2	chr17_44558783_44561098:Gliosarcoma,Pleural_epithelioid_mesothelioma	1	2	chr17_44554518_44557631:Childhood_T_acute_lymphoblastic_leukemia,Colon_adenocarcinoma
chr17_4472196_4565755	yes	1	3	chr17_4532983_4535637:Breast_adenocarcinoma,Glioblastoma,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr17_44779239_44833284	yes	1	2	chr17_44802556_44805470:Cutaneous_melanoma,Melanoma	0	0	none
chr17_44898398_44920169	no	0	0	none	0	0	none
chr17_44967048_44982502	no	0	0	none	0	0	none
chr17_45039214_45203224	no	0	0	none	2	1	chr17_45121428_45125955:Adult_T_acute_lymphoblastic_leukemia|chr17_45167610_45178518:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive
chr17_45219295_45248719	no	0	0	none	0	0	none
chr17_45262472_45345519	no	0	0	none	3	1	chr17_45292307_45297692:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Minimally_invasive_lung_adenocarcinoma|chr17_45310077_45317062:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr17_45317175_45322634:Childhood_T_acute_lymphoblastic_leukemia
chr17_45363431_45406999	yes	2	2	chr17_45363936_45365562:Gliosarcoma,Lung_large_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma|chr17_45365705_45367684:Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma	1	4	chr17_45367900_45376903:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr17_45405730_45492042	yes	1	3	chr17_45450508_45453769:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_45489736_45523962	yes	1	2	chr17_45511780_45523962:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_45579769_45600662	yes	1	3	chr17_45586255_45587555:Adult_T_acute_lymphoblastic_leukemia,Ovarian_endometrioid_adenocarcinoma,Plasma_cell_myeloma	0	0	none
chr17_46049338_46078589	yes	2	1	chr17_46050935_46052733:Cutaneous_melanoma,Glioblastoma|chr17_46078178_46080644:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr17_46166586_46202552	yes	1	4	chr17_46166586_46168893:Childhood_T_acute_lymphoblastic_leukemia,Invasive_breast_carcinoma_of_no_special_type,Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr17_46262457_46287857	no	0	0	none	0	0	none
chr17_46340647_46410650	yes	4	2	chr17_46353604_46354894:|chr17_46392085_46395644:Adult_acute_myeloid_leukemia,Clear_cell_renal_cell_carcinoma,Gliosarcoma,Pleural_epithelioid_mesothelioma|chr17_46398909_46402336:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Gliosarcoma,High_grade_ovarian_serous_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr17_46408470_46410826:Adult_acute_myeloid_leukemia,Pleural_epithelioid_mesothelioma	0	0	none
chr17_46548497_46628366	yes	2	3	chr17_46548497_46551681:Adult_T_acute_lymphoblastic_leukemia|chr17_46616495_46619730:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Gliosarcoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_4703293_4740647	yes	2	3	chr17_4705630_4707198:Clear_cell_renal_cell_carcinoma,Lung_non_small_cell_carcinoma,Papillary_renal_cell_carcinoma,Prostate_carcinoma|chr17_4714113_4715989:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	1	1	chr17_4708812_4711767:Gliosarcoma
chr17_47045868_47052484	yes	1	1	chr17_47046607_47052484:Adult_T_acute_lymphoblastic_leukemia	0	0	none
chr17_47066786_47073173	no	0	0	none	0	0	none
chr17_47181581_47325446	yes	1	4	chr17_47289572_47292807:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Breast_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma	1	2	chr17_47323111_47325446:Astrocytoma,Pleural_epithelioid_mesothelioma
chr17_47491670_47560511	yes	1	4	chr17_47518464_47524662:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Invasive_breast_carcinoma_of_no_special_type,Lung_non_small_cell_carcinoma	0	0	none
chr17_47809168_47906086	yes	1	2	chr17_47874175_47876378:Breast_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr17_47935455_47972384	no	0	0	none	1	1	chr17_47940476_47942702:Childhood_T_acute_lymphoblastic_leukemia
chr17_47971131_48108962	yes	1	2	chr17_47973035_47977781:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	1	3	chr17_47997211_48006822:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr17_48182044_48220423	no	0	0	none	0	0	none
chr17_48229891_48276831	yes	1	4	chr17_48262630_48264115:Colon_carcinoma,Melanoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr17_4832051_4859147	yes	1	3	chr17_4836850_4841669:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Glioblastoma,Prostate_carcinoma	0	0	none
chr17_48407296_48454731	yes	3	3	chr17_48438760_48443794:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia|chr17_48444048_48445015:Childhood_T_acute_lymphoblastic_leukemia|chr17_48452998_48454731:Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr17_48463136_48649637	no	0	0	none	1	3	chr17_48467048_48494941:Adult_T_acute_lymphoblastic_leukemia,Lung_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma
chr17_48715721_48761104	yes	4	3	chr17_48732146_48736665:Prostate_carcinoma|chr17_48737365_48739717:Prostate_carcinoma|chr17_48745444_48750318:Prostate_carcinoma|chr17_48755928_48758516:Adult_acute_myeloid_leukemia,Clear_cell_renal_cell_carcinoma,Prostate_carcinoma	0	0	none
chr17_48790911_48805058	yes	2	2	chr17_48798940_48801149:Clear_cell_renal_cell_carcinoma,Colon_adenocarcinoma,Papillary_renal_cell_carcinoma|chr17_48804488_48805058:Clear_cell_renal_cell_carcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr17_48891396_48917621	no	0	0	none	0	0	none
chr17_48990698_49038213	yes	2	4	chr17_48991349_48993486:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma,Lung_large_cell_carcinoma|chr17_49002940_49004757:Adult_acute_myeloid_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Glioblastoma,Renal_cell_carcinoma	0	0	none
chr17_49099969_49116716	no	0	0	none	0	0	none
chr17_49191582_49211509	yes	1	1	chr17_49201011_49202410:Lung_non_small_cell_carcinoma	0	0	none
